id,price_doc
30569,8558284.52860995
30570,6406293.648069617
30571,8024595.977351693
30572,5132079.364404402
30573,6671469.530991677
30574,5954768.225681881
30575,6900899.86110081
30576,4045692.6367068263
30577,3735212.2893279092
30578,2998528.922152584
30579,6711901.229051988
30580,4616481.745727263
30581,5503494.57620297
30582,11441951.412723834
30583,7566163.2208067505
30584,4210310.134454268
30585,3233779.128580523
30586,9033295.44346467
30587,5745500.096189663
30588,7543060.584097944
30589,7384823.556054269
30590,11037724.351653514
30591,5253586.862077731
30592,6609201.935008726
30593,7655077.000440531
30594,7089092.647457559
30595,5428830.203786193
30596,6825393.256804533
30597,6693086.241895487
30598,9376110.681852514
30599,11443142.135791121
30600,4994122.320038545
30601,6159412.563982462
30602,2067663.275619846
30603,13005003.410628613
30604,4552334.103391985
30605,6851255.050704406
30606,18049356.34382868
30607,6608681.984418054
30608,9202554.898181465
30609,6177392.854688261
30610,3178908.7041953113
30611,5401341.476721097
30612,6743715.51742942
30613,8733349.17539021
30614,20388444.348809596
30615,6995343.014779599
30616,5610921.648032677
30617,8476873.043582704
30618,4909550.818272124
30619,4410293.290217816
30620,2837246.938130219
30621,8914928.974483611
30622,7436203.986765909
30623,5701082.339560384
30624,6927876.335633614
30625,7751500.843195684
30626,6617826.559587415
30627,7946460.85408816
30628,6566046.2491236925
30629,5158440.0017838245
30630,4710083.149736402
30631,6346810.524078121
30632,4614200.595625356
30633,5731780.8586780755
30634,10759259.994229628
30635,9480158.075077482
30636,5503526.344764054
30637,9570285.827838542
30638,5725729.720503896
30639,7851927.501007087
30640,4867044.858161791
30641,7885327.744941682
30642,6538911.860400637
30643,7108362.260779613
30644,9378490.745670158
30645,7074767.067968835
30646,5481813.717123543
30647,5380509.183545069
30648,24507157.70640019
30649,2662321.7877659416
30650,4843589.926300034
30651,3037575.0115634063
30652,4838080.145615498
30653,8359184.694036241
30654,4855436.77362562
30655,12517196.036668865
30656,3953347.3118729237
30657,5710001.311219983
30658,9852960.23845116
30659,5119601.436186393
30660,8157348.42871059
30661,6871151.094010291
30662,9350142.26820695
30663,16844735.708742976
30664,12075045.27504394
30665,6191490.295546265
30666,2812510.8489615424
30667,4470420.572231803
30668,9915083.17713263
30669,4900759.802107561
30670,2456710.839409755
30671,6913564.881613892
30672,14320831.56528565
30673,9514729.502334936
30674,10906216.811817784
30675,2192980.986685272
30676,6579908.046929836
30677,4404828.755670871
30678,23970244.08978797
30679,5814454.49790472
30680,5190889.256064856
30681,2399799.3499129554
30682,8145529.674464758
30683,9819739.789274476
30684,4207491.148035562
30685,6105497.943702136
30686,9455897.365852127
30687,5351791.371382157
30688,5152334.656798277
30689,14830250.2377912
30690,25092922.60209983
30691,4797540.02130331
30692,5897901.766956424
30693,11212890.66896259
30694,4907255.705776309
30695,7001514.600243375
30696,6692534.965462166
30697,10793556.672374422
30698,7244033.917612671
30699,5641501.989219123
30700,5262183.901289793
30701,9378490.745670158
30702,5790801.892787556
30703,4069534.409651848
30704,11962743.096870698
30705,7735090.089054621
30706,25670704.50207121
30707,3559250.186841269
30708,13262591.204778668
30709,5959697.472194086
30710,6963646.68159766
30711,5106803.092178464
30712,4108105.7692266246
30713,5236703.281694911
30714,6699169.477383735
30715,4049987.8228304125
30716,9814704.17117092
30717,5957196.464149945
30718,7094495.711259489
30719,14948284.792928353
30720,6662337.4518666975
30721,4191955.767121683
30722,7706558.414951587
30723,6920870.292211074
30724,13088723.68447934
30725,7166040.402626233
30726,11182020.94037518
30727,9772396.61057192
30728,12770833.492725609
30729,3372860.3207395473
30730,6033492.037925828
30731,6219956.121251188
30732,4900741.630670916
30733,9054282.955002384
30734,6997403.643162018
30735,5848528.666539869
30736,5361631.0523896925
30737,6669336.177232051
30738,5675124.417236304
30739,4082225.7975973627
30740,7360426.726824014
30741,11905943.7674228
30742,4358765.96448023
30743,5269560.9815037185
30744,10092217.827760521
30745,6633794.996050322
30746,5914714.290952035
30747,15235344.138419075
30748,17621629.983199846
30749,4931654.674871898
30750,6922270.998501841
30751,3584719.733566202
30752,8547075.6215802
30753,10483088.331137843
30754,5411353.8537380975
30755,4283345.560927617
30756,6715169.663695479
30757,5391077.884271168
30758,9636369.757587507
30759,6446884.248292433
30760,4282284.828629971
30761,8414770.283012338
30762,7002308.672761504
30763,12753556.965507876
30764,6179874.056326428
30765,5661913.777934116
30766,3899026.811220236
30767,9710044.996991798
30768,4359894.647817863
30769,6120764.37853587
30770,6152574.740297192
30771,2974830.8851523586
30772,8177797.259120378
30773,7939330.6818762915
30774,5499360.196394596
30775,10464321.94505957
30776,5293053.117120293
30777,6176701.861255338
30778,9382229.03501242
30779,6177693.144866566
30780,7576992.689793271
30781,6720867.812522545
30782,5002748.603821293
30783,5446101.031961854
30784,3864309.3906951146
30785,4951519.969982787
30786,4406493.5320081385
30787,6331158.974605502
30788,5521169.046594426
30789,6907303.706183677
30790,6336819.051357672
30791,10490134.995973783
30792,7160139.625606141
30793,11562819.843047304
30794,12685445.839311589
30795,10498183.823389895
30796,10125639.706268575
30797,15978357.508952266
30798,3106510.186864393
30799,9524387.3433204
30800,13590094.231930658
30801,6218870.156734268
30802,19377962.97986436
30803,3196963.4242357113
30804,3756677.2131211967
30805,13938457.167649334
30806,7010345.116725957
30807,5858079.100856014
30808,10891604.777424376
30809,5271365.390993275
30810,10649597.549797745
30811,4404408.051141772
30812,5340444.277621615
30813,4432357.995085428
30814,2868811.7379491995
30815,4376201.404916776
30816,7786343.426484543
30817,2076233.7983511447
30818,7435879.550677602
30819,7173249.583929203
30820,4904524.938717917
30821,24669764.030406814
30822,8068804.031481197
30823,7018500.669683182
30824,3622042.5489428537
30825,4884601.218207688
30826,8894739.20051026
30827,4971537.486992643
30828,5890181.556520535
30829,5443810.65191544
30830,9342422.277315428
30831,6009611.354495875
30832,5407331.290767536
30833,5035870.007261487
30834,4158523.007921776
30835,6513680.778458095
30836,6891937.077330422
30837,5422395.924495955
30838,4093809.626424714
30839,5922733.9235906415
30840,10662297.816220991
30841,9614393.144386481
30842,7067870.2013438055
30843,5384381.923362821
30844,7049692.777231372
30845,9332666.796465663
30846,4461023.390741725
30847,5562186.611538676
30848,9091300.629499273
30849,4733474.559777591
30850,4037368.38868943
30851,5003106.290679785
30852,6598770.752575206
30853,3712595.924675455
30854,5800958.949057136
30855,8298665.028647677
30856,8304135.579631481
30857,2395226.270557306
30858,4489319.560116206
30859,5755234.342271332
30860,5742102.370918012
30861,8042785.958593185
30862,6716259.570629529
30863,5059257.939230142
30864,5841756.481205915
30865,10122276.164912732
30866,7118546.48220714
30867,5848029.547844012
30868,7805631.186470262
30869,5435942.061847729
30870,5311793.425453934
30871,8363974.4069562955
30872,4805947.126253424
30873,4063677.507942312
30874,5012205.288642245
30875,6816957.198092079
30876,5369132.2609585915
30877,9366062.54508502
30878,5715938.740970488
30879,9621877.787642904
30880,6286942.654478466
30881,2077978.6650015751
30882,9518881.511907995
30883,3118302.3200090234
30884,5760806.4380548475
30885,4983407.052452103
30886,7314670.416597983
30887,5693705.7648666585
30888,4509797.895002445
30889,5158347.941069691
30890,6995672.264239672
30891,3914630.7631757464
30892,3874323.810137889
30893,4507923.518782601
30894,5030016.914861508
30895,4520066.507122268
30896,7066895.348304521
30897,7456696.010004997
30898,7336045.857315237
30899,6923985.292032539
30900,3346399.2009352758
30901,6188789.933335842
30902,2144945.6328203543
30903,6884769.883495372
30904,7500960.605235616
30905,5783678.362491003
30906,5610002.936538434
30907,10906572.186675318
30908,4684778.0648529455
30909,13780900.144489115
30910,7725332.7355602
30911,4269182.945745763
30912,6362635.048362467
30913,20732168.175320856
30914,5745313.153671069
30915,6690121.867793644
30916,5813418.670171911
30917,7792127.457865199
30918,6595843.251886688
30919,4289156.180391325
30920,5118113.536709794
30921,3874696.723617194
30922,5705163.216698608
30923,3450296.8250161987
30924,5113177.646382829
30925,14857567.983481873
30926,7349381.369251633
30927,7731571.808432217
30928,4632799.291870833
30929,5109467.602943723
30930,9715096.583458098
30931,10389222.558206419
30932,4400323.5844377475
30933,4308085.254862586
30934,13274645.43839374
30935,7227242.615878963
30936,6876779.556411079
30937,9299055.709780816
30938,4631548.299001389
30939,9803387.507104369
30940,6870767.352707172
30941,6423636.6945567
30942,3777317.2331292355
30943,7251759.656143335
30944,5121726.557685444
30945,3478876.6321521937
30946,13539283.035752177
30947,6582853.986288595
30948,7916594.313452017
30949,6641106.856001523
30950,6095531.407779535
30951,15921258.27174953
30952,7666955.055120741
30953,9178643.261042265
30954,4969134.686780055
30955,6162170.529535072
30956,7157949.286767903
30957,5611438.096575885
30958,24043377.54311726
30959,7997930.228023096
30960,7070496.252197968
30961,8354228.450463839
30962,10187452.964118307
30963,4051190.6559115886
30964,3814691.871816603
30965,7314412.013825899
30966,12350951.98606575
30967,10869108.855142646
30968,3628793.166559553
30969,3525694.3280038717
30970,6474714.475235906
30971,10688609.684354214
30972,3526511.4210851835
30973,5128824.932531473
30974,5323302.728281939
30975,7593781.130801726
30976,5266640.624015707
30977,7497113.309091398
30978,7709724.863396141
30979,3408322.2713890476
30980,7426596.937181326
30981,5665130.196296988
30982,6985683.551628993
30983,4061325.9042314906
30984,5813198.633476263
30985,3908581.2324403557
30986,9774363.489678537
30987,8071403.845840467
30988,6487174.421490148
30989,7474934.974158282
30990,13583316.33455754
30991,8508199.85968639
30992,2785719.3093272187
30993,7540420.538395278
30994,4700085.4905063035
30995,5962232.32341123
30996,5941340.628858475
30997,7040382.979855113
30998,5585138.004880358
30999,6701442.430707564
31000,7434358.144879147
31001,6248340.518690408
31002,7818422.611621078
31003,7894713.988549758
31004,4651460.940525329
31005,3018726.46388251
31006,7815144.646411644
31007,4651330.371503777
31008,4803338.190523784
31009,6209353.868029618
31010,6373888.734161582
31011,4426044.342709936
31012,6034106.314650861
31013,7290881.754059411
31014,12057317.921428425
31015,6357382.012280278
31016,4330213.590717196
31017,9090659.465322597
31018,5297001.40735899
31019,4498035.606629829
31020,6743556.633149611
31021,12523633.441980595
31022,22427453.836912554
31023,9481208.140254727
31024,4535129.561952815
31025,6140845.186213295
31026,6346384.951548529
31027,4749681.571419307
31028,3608521.5838858453
31029,6323334.437875011
31030,6975826.402366789
31031,9715696.55030519
31032,9008973.139330296
31033,7951125.151859206
31034,6326546.963044042
31035,10262517.285229811
31036,6214532.014202047
31037,28341858.328509837
31038,4304978.999184944
31039,9072046.084916214
31040,5679417.425479059
31041,4278398.743820942
31042,3464904.349099068
31043,6219109.6599112
31044,8014827.083618333
31045,6961780.972149788
31046,15722112.945833925
31047,7502119.219478634
31048,5729634.624857857
31049,4823511.579269186
31050,7328033.491495168
31051,6685594.029691749
31052,4044024.301063237
31053,18780089.880184043
31054,6279841.675730641
31055,3574278.924799707
31056,12800897.15625475
31057,4843259.314575842
31058,8724053.685299374
31059,3061570.760900881
31060,7534827.936830115
31061,6377963.757114824
31062,5973915.772625586
31063,3598717.592665755
31064,5411135.864814615
31065,8589437.578951556
31066,4578967.643202611
31067,7650103.525786461
31068,4179797.095445384
31069,4890527.584643483
31070,4899806.281722995
31071,3361190.8879391965
31072,7787881.029695547
31073,2074046.066932187
31074,6780590.642422597
31075,5722333.40522386
31076,6595123.1993146585
31077,5898576.609256362
31078,4353031.943223688
31079,5454773.613574733
31080,6711713.166049718
31081,2819438.476930642
31082,9721122.238359947
31083,5271101.462556318
31084,9084668.244455077
31085,12931592.303690149
31086,4008248.3212762354
31087,4866575.787526439
31088,6845339.643177458
31089,6225475.494136693
31090,37371087.91924161
31091,3057606.54541498
31092,7562460.231399327
31093,6192045.603058675
31094,5880442.758418172
31095,5109787.35105884
31096,20569016.807114635
31097,9987520.066216927
31098,8970958.858626878
31099,16847074.723403834
31100,4968204.720536606
31101,4452806.612775611
31102,5711873.070233956
31103,9793526.90112712
31104,5451191.96248143
31105,7907856.16448079
31106,4472808.882348068
31107,9161630.57891654
31108,6561862.379362074
31109,5621230.786873667
31110,8964190.949686818
31111,10175211.14232816
31112,5597141.89369048
31113,3638967.5675621144
31114,4762041.018394192
31115,5688317.383113629
31116,6033544.524749872
31117,6191160.021425049
31118,4065952.7918275483
31119,3368618.3151483224
31120,4990128.355705936
31121,5689978.757236476
31122,5887564.265135379
31123,4958385.2963583125
31124,5295962.033604859
31125,12309337.008920409
31126,16661263.901963137
31127,5561859.091641431
31128,5842500.337516395
31129,5659907.771929431
31130,13218574.474109715
31131,7210545.127950419
31132,8612351.220828827
31133,9237473.558491124
31134,6469882.292616489
31135,9121950.261551745
31136,8609245.164093902
31137,5204236.203131303
31138,6508884.722223183
31139,4137954.7302807085
31140,6228054.49453594
31141,6259528.320382737
31142,9238278.349981615
31143,5398615.472626515
31144,4112669.485256688
31145,5911936.465136164
31146,5374658.566199841
31147,11067541.834972342
31148,6321853.43707932
31149,2163988.9755539685
31150,9087511.211510919
31151,4155529.7523931493
31152,7782571.483212288
31153,5535450.242833139
31154,15396334.977873215
31155,6217871.915151206
31156,6543541.604005246
31157,4384601.383894986
31158,8516715.780660616
31159,6049383.475128914
31160,5352254.578426165
31161,3547721.2847836763
31162,4897759.354042262
31163,5550879.321512823
31164,5840860.013561422
31165,6378447.264127062
31166,5793156.049418112
31167,6844849.022051569
31168,10218622.443316694
31169,7344104.6509581385
31170,5710024.443088403
31171,10758058.968557477
31172,5505354.827403348
31173,9416173.996908488
31174,8413553.036982387
31175,16735917.648619141
31176,4981743.033999934
31177,8797171.145180335
31178,4276488.556618329
31179,3929873.260489675
31180,4157343.7207024605
31181,8667666.79807459
31182,7040189.3168175
31183,8891105.279812388
31184,4974867.01338719
31185,4654895.658403273
31186,7930951.143270493
31187,3644202.9966694037
31188,4785865.885345211
31189,5491851.194574389
31190,6900346.410239227
31191,11134479.605492411
31192,3826112.706010823
31193,5655153.018875966
31194,9221686.60315144
31195,7612964.229393068
31196,4860837.463848362
31197,13424555.73924137
31198,5377877.758487188
31199,6673429.11133965
31200,10754585.275005668
31201,4259338.890429278
31202,3933928.7435087524
31203,6396865.353922875
31204,3637134.856868672
31205,8704271.585489023
31206,5608347.029691238
31207,4196816.805040581
31208,5178542.181500148
31209,4173640.9607220474
31210,6081874.419195303
31211,6481705.027644288
31212,5326814.754804648
31213,10174931.086747508
31214,6979551.564736411
31215,4816832.173767905
31216,5813256.3334763665
31217,7589116.825809491
31218,8672420.923431331
31219,3633774.370151448
31220,6800096.654907858
31221,4049717.635208308
31222,6420264.67800041
31223,9364663.108603891
31224,6863272.185658524
31225,12146662.036645578
31226,6192948.452187613
31227,9214206.294992773
31228,7110435.247056685
31229,4016935.9878632654
31230,5162413.378660805
31231,4645772.044076573
31232,7583274.744292304
31233,6529515.404682381
31234,7063544.224398652
31235,5601154.643601198
31236,6477164.747977124
31237,10289972.296812512
31238,6718272.4436769625
31239,9698842.477057349
31240,6297762.943885339
31241,6487421.32050277
31242,7648327.569924273
31243,4063990.060666398
31244,7630443.609432882
31245,7479824.536265889
31246,9369163.925214507
31247,5867212.79126271
31248,6819638.7859846065
31249,9391656.60351293
31250,5637324.33938434
31251,7503294.2104497375
31252,6253315.239170118
31253,8484361.619768597
31254,6016209.736460163
31255,11205112.164968098
31256,6304509.8643326815
31257,5336679.162120566
31258,8133001.51021006
31259,9648540.184808476
31260,7138824.770600328
31261,20663006.379327867
31262,5784036.881911134
31263,6398516.287814757
31264,4082000.4809466847
31265,10892892.611570485
31266,7174606.869354486
31267,4034167.3427107465
31268,4421410.662749004
31269,7401176.440096967
31270,4564597.107085751
31271,5569390.278343768
31272,17566914.67477884
31273,7072738.056009167
31274,5398453.3788039535
31275,5915976.815421405
31276,5147315.009455724
31277,4939443.185092742
31278,15456263.425610717
31279,15152398.71364947
31280,6804596.354993033
31281,7277412.158531782
31282,12471427.47255691
31283,6255621.885674655
31284,3303903.937188011
31285,5431425.070882984
31286,7404156.589964162
31287,9768570.851979205
31288,4314493.674624921
31289,7888087.6290996885
31290,6032154.109140717
31291,5884297.727771535
31292,3960889.9359713783
31293,7373041.840707474
31294,4058464.250155191
31295,21728994.217072707
31296,9130809.07968974
31297,7829375.332363078
31298,3735406.5886708545
31299,9394537.396559224
31300,6555868.574503322
31301,7090847.620588064
31302,5345175.916990922
31303,7150313.913846539
31304,7335238.54725199
31305,7471692.843868285
31306,3037061.8888972807
31307,6237876.717387122
31308,7584075.747688923
31309,8181403.680133192
31310,51287241.65224158
31311,4752670.904084962
31312,5415463.75415627
31313,9741784.833147053
31314,6571431.711584742
31315,9660524.982692527
31316,12665640.270926176
31317,20086131.23730926
31318,8157383.029983711
31319,6920310.107591287
31320,5790236.814225897
31321,7732142.092274678
31322,6909305.396109477
31323,7540161.231795818
31324,5965588.037910547
31325,5921791.44053481
31326,5070289.875401215
31327,7567913.395187105
31328,14355612.019201167
31329,5652214.48834022
31330,11257733.838275922
31331,9013170.203916304
31332,5454834.396612085
31333,4723665.683752931
31334,4421410.662749004
31335,7831716.22822259
31336,7672767.466173421
31337,7150543.107682541
31338,4979249.237742066
31339,4497378.637051556
31340,5997253.571147977
31341,9393265.674607709
31342,4611378.55637997
31343,3451686.0933708013
31344,3985926.7040534513
31345,5016535.981319608
31346,4025216.5775826504
31347,8327185.218307931
31348,11206461.442566652
31349,9031422.6588755
31350,3618883.9449245376
31351,5335221.233997977
31352,9067005.837018294
31353,4971815.344925374
31354,7095204.602997356
31355,10087295.622878414
31356,4357740.15903437
31357,5329328.687031144
31358,2713992.5626071356
31359,6821945.349403098
31360,9941341.716418413
31361,4543870.770829289
31362,9779167.381941708
31363,5518623.348052107
31364,3540584.567454358
31365,3587051.9065979035
31366,6543940.846441287
31367,9026982.858880425
31368,5634535.487437687
31369,4832543.652015173
31370,8571179.898495346
31371,8619382.761422824
31372,7113359.873512171
31373,4615895.892650191
31374,6005474.000110019
31375,5632824.211923628
31376,6715619.612365747
31377,7318711.7820086535
31378,5885279.148283556
31379,23355100.749555185
31380,4317443.940557458
31381,7516640.363737518
31382,5237505.099038832
31383,7832826.412702924
31384,21920899.60973744
31385,12191575.856528046
31386,9921648.71036006
31387,9196885.08318599
31388,5124728.864297747
31389,4791407.807253072
31390,7099774.8302648645
31391,5545768.443964629
31392,7555275.766381152
31393,8457823.15931043
31394,5320446.0049297875
31395,3995696.549700114
31396,8703586.432282954
31397,7511712.048123631
31398,2399864.3295239797
31399,10081716.383394284
31400,4134995.9280547462
31401,12746904.994990662
31402,9483582.64698437
31403,5436004.648154137
31404,4506726.291364904
31405,4111038.52615812
31406,6147395.669786606
31407,3333048.757843166
31408,6348123.737815581
31409,3942026.5402556253
31410,10145730.622727953
31411,7450134.483154222
31412,10723887.170748059
31413,6965105.753736756
31414,4374593.502864583
31415,16099984.82493467
31416,6015994.413735988
31417,4461700.819657665
31418,6697392.255234666
31419,9021879.399709424
31420,9991690.115409277
31421,6592454.204221589
31422,5891895.243536951
31423,7688018.21958193
31424,21157534.856248118
31425,6263848.366841221
31426,4403212.436749871
31427,6188514.123809662
31428,6124322.371871958
31429,12551401.459279127
31430,4933614.347745052
31431,5481910.3682398945
31432,4847390.103839702
31433,5842135.310127063
31434,4111670.244212973
31435,10584487.403192425
31436,8980278.626441754
31437,12847060.46165985
31438,8693636.199951697
31439,8409965.170066733
31440,6622965.809154134
31441,6295226.302652577
31442,7267209.476564544
31443,9199563.120073251
31444,6135821.977281944
31445,10243489.228473255
31446,12205763.594224649
31447,5949148.986357485
31448,7459716.93579776
31449,7774885.240351781
31450,6294083.978578854
31451,7115699.978813321
31452,12043743.961458549
31453,2680698.8205670216
31454,5741371.129039344
31455,7584985.687563254
31456,5414154.294395068
31457,5298048.649359537
31458,17688851.67429801
31459,6489205.106430904
31460,5449760.513016206
31461,4563150.78219336
31462,3639710.886624904
31463,5546497.161516915
31464,7255106.552851473
31465,5030651.984482237
31466,48248924.309456274
31467,3373046.040090848
31468,11317915.5134491
31469,5213587.978610329
31470,5742710.186410756
31471,13942419.69160662
31472,2712394.2113245693
31473,7480106.702745133
31474,3777081.864290742
31475,7621904.316139782
31476,24009195.267636918
31477,6796654.808738121
31478,4799156.947163592
31479,5888158.380889296
31480,8260422.022773213
31481,8159770.721024008
31482,9404489.68088961
31483,9029503.173314046
31484,6519278.982692764
31485,3642639.233573928
31486,2960196.318659576
31487,4678308.112480261
31488,15351136.943908494
31489,7578147.5495260665
31490,4255950.256717241
31491,5800741.999771044
31492,7477643.554719028
31493,8426358.08103694
31494,4978646.409662772
31495,5185015.853438214
31496,6813263.269777112
31497,4948222.461585053
31498,6199700.080499003
31499,11143730.3572667
31500,8925877.538322259
31501,8510984.976160116
31502,8300382.450717246
31503,5251992.125280303
31504,9219406.663846936
31505,17551085.618536215
31506,7117123.528025565
31507,6400219.380067281
31508,6446971.501660856
31509,5448275.691399
31510,5223842.371298237
31511,5427856.827487298
31512,5780786.997741158
31513,17679892.183005076
31514,23818073.593474727
31515,2318606.7857169537
31516,14444704.838857092
31517,5643897.829364631
31518,6862671.198392705
31519,5990068.881266008
31520,6518070.696136195
31521,4241588.167033278
31522,4332027.394402035
31523,5861796.178474429
31524,8255215.125134279
31525,10540623.604842922
31526,5913871.1393933
31527,6935454.688814752
31528,4358353.452038625
31529,5877618.591669448
31530,6585462.882383588
31531,8142470.874998474
31532,5926145.458741084
31533,14623012.829551818
31534,7130501.3165106
31535,9488880.195160782
31536,7064135.676150728
31537,4366424.972713306
31538,5330228.536234873
31539,3754407.5160472575
31540,9140226.857117679
31541,2848332.4099899726
31542,5583305.572046201
31543,3628236.0653063967
31544,5392591.782557513
31545,7355630.111555086
31546,13118176.411790563
31547,5228797.479586536
31548,5311130.227802366
31549,5625906.511751446
31550,5204578.831815441
31551,5490730.794723143
31552,7100840.194256716
31553,5371742.412572988
31554,7160924.2295151325
31555,3775478.618727281
31556,7710802.191005589
31557,5379606.554947513
31558,9806731.505226867
31559,2871028.7150523365
31560,7888920.270083746
31561,6671716.94367613
31562,24366327.9133808
31563,3829578.6605906435
31564,7519608.586331631
31565,8485504.095136302
31566,5339510.564532191
31567,18139548.817611657
31568,5601703.092040415
31569,7217396.462112668
31570,6610495.248618044
31571,5573831.7952311225
31572,3492071.8026610757
31573,5432728.622388409
31574,9668094.460513135
31575,5755006.785128942
31576,6918945.613052765
31577,5213631.808640884
31578,8211321.775881584
31579,5602476.788963875
31580,7073133.57669194
31581,5558604.688384847
31582,5570491.855799548
31583,7655394.442185617
31584,4415416.128501994
31585,6931472.336898233
31586,13552944.318912352
31587,14604886.579711238
31588,8495548.343679272
31589,3701198.183244209
31590,5588993.164820141
31591,5614628.868372152
31592,7857420.850189559
31593,6921647.803080873
31594,6962990.583609937
31595,4986882.231474993
31596,3768656.9006090546
31597,5755048.622334963
31598,3766782.1459235656
31599,6686077.407106935
31600,6737414.284225097
31601,15564484.373769868
31602,5638497.962258551
31603,16705054.366633387
31604,4485478.270265536
31605,5452752.155529259
31606,6527216.48703322
31607,7071486.77955026
31608,5531640.028848582
31609,5733610.273983122
31610,7301919.16451182
31611,5552707.5676858155
31612,5340520.486310713
31613,4902324.7102093715
31614,14574463.178681454
31615,9499015.221520526
31616,10693904.923492277
31617,4616820.534606347
31618,7542695.723305946
31619,9088361.618300099
31620,4468785.3739215685
31621,5391128.691961854
31622,31835451.033680793
31623,8729840.103793912
31624,4761271.775032032
31625,8879361.60098862
31626,5360416.632234563
31627,7681842.174708001
31628,10938967.889225865
31629,8622080.847639438
31630,4063136.4784120037
31631,6190906.245818839
31632,13972641.690111827
31633,4705102.100485318
31634,8102070.676391032
31635,14274429.631181682
31636,5810891.597769
31637,5657756.378699932
31638,7889413.132803549
31639,3790513.0457263845
31640,9779226.406903539
31641,4017084.0536665907
31642,2996413.9287996436
31643,6009254.488945775
31644,10569571.405818986
31645,5813213.900518565
31646,8595352.749099942
31647,5566145.148817018
31648,12391683.26878136
31649,5498487.412544233
31650,6383153.956406588
31651,12649506.955835262
31652,5776148.705173812
31653,5203374.044000307
31654,5107543.413702719
31655,4271050.3746695975
31656,23054044.128615227
31657,6708302.535663184
31658,4510886.481130918
31659,7493069.769042864
31660,4742066.537411208
31661,5062767.797559151
31662,7233925.713772873
31663,4050639.1045911307
31664,3866605.0196733577
31665,4792075.795837629
31666,5099143.796802787
31667,7656397.279215167
31668,9359561.130091866
31669,10444331.645497175
31670,7092716.32549214
31671,5578367.4073472675
31672,8691828.046968566
31673,6669895.699803466
31674,8053801.46453185
31675,7673581.387790251
31676,7009821.590842502
31677,4888463.772079569
31678,4605025.361602767
31679,8022723.730830189
31680,6927141.494248014
31681,6242872.488881676
31682,3291113.0513909464
31683,6949505.44520425
31684,5295051.910569572
31685,3521882.12175926
31686,9875053.892804498
31687,10601567.770199575
31688,10237565.279484706
31689,3989089.614324614
31690,7744351.985296366
31691,3794190.05157862
31692,4332278.909873365
31693,5810206.636901488
31694,7464973.907513522
31695,7306553.183205617
31696,3399373.5124490634
31697,5249940.07370675
31698,3368326.444799732
31699,5110041.825272705
31700,4827117.323868451
31701,9309740.66309059
31702,5873209.649145266
31703,7237270.457491546
31704,5842070.3098880295
31705,8480815.498883216
31706,5372162.675654335
31707,12367643.048055876
31708,7507016.345705239
31709,5445258.566827059
31710,10767624.42559629
31711,6852750.421445472
31712,6489056.6037532175
31713,5509740.425180106
31714,5554873.716276823
31715,5299597.325672815
31716,6065383.3748301435
31717,10590279.552437112
31718,5366560.652291786
31719,6921663.069799242
31720,2976242.1307918504
31721,4425304.578787102
31722,5862649.98234878
31723,5251320.200808734
31724,6181797.839414971
31725,5482907.163146631
31726,12746085.09105819
31727,5252838.557223198
31728,5036561.47156081
31729,6387552.329833596
31730,3629391.4632192454
31731,7385367.023791204
31732,8068047.094760725
